標題,連結,來源,時間
日本南部連發2次強震沿海地區可能發生海嘯| 精選 | 即時 | 國際 | 2024-08-08,https://news.google.com/read/CBMijAJBVV95cUxQYlMyTGcxREpScEVjSnFzOUNOekE1R25DdTNoV0JjcGF3MWN5aWVyeHhrNEtGUnVQMDl0NjNyQ2t2TFRnVkY3NWpwOFF3M2NZallvMUpXWWN3dEpjMFU4NWtkam9Ec25PVWJOZ2lTMDdLejhrTDRVRnNRWlh0RlJFQVd6MXltQ3o2aG94MVN0QzV1RWVNYWdJWmtNX0VPZFh1MWZQckN0MFlCZjhDM3gyR3hyLXE5NE5rQXBaRnZ4R0xKdzRZOXRIN1YzbXp0NC1nTGpiMUoyb2kydTROa0d5SVBIcmVYakZhNzlSd2hYTnRFakhPYld5dEh1c0g3RjZRc241SGpiQ1dDT2N5?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,光明日报,4 天前
日本地震｜百年一遇大地震將殺到？ 專家：一週內發生概率很高,https://news.google.com/read/CBMipANBVV95cUxPaUdMSHozNHhIVWFQTWg5dml2TVZwZzAzVHFMUkRmbHQzeFA1NHo5S28yU2NiZU5ZRTMycHJWcElHQlEwR2ZhUDhBbkpUNnZiT3VqeHBnR3R1eHhmTVczVUctZzJRQlQ1VWZCT3hJVjJKaXg1Y3B5WE40QnBFLTRSZlY2ZFlxRVRXQ2RuT1FXWVVjM0JJcUN5b3I0QjZvZjJ4NlZFQ25GRHNfaVpHZWhCOXYwaHBxWkhUOGhWRmNYUUE0Z1g3ZnBFZ0g0TDFKYzZyeUpDVU5icGNrTXM2X3BmU252U2IybC14LUdRTURNWmhtMXNEMVdyNGpRRTN0STRxWmVZdWJJU1Nha2FtYVNfUjZHclcyd2djaE1MQ25jczFkRF82ZHFRQ1dtZnVwUlc4UHY5NW94ay1Fa1ViX3BtTEJIVTFmRmJ2c01NaW9QUl9WRkJ2d3BQLTlkaGxkbGVZT1NzV3g0VUs4dlhvSU92ejA5OVlRSkF4bW1wMmJLZ2ExUDRnenhlNE9oSlRmVC1MbmZNRjNKYV9tM3JoVmxBd2Z6a3Q?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港01,3 天前
海嘯50cm、1m高有威脅？一圖看懂嚴重性 研究：已可摧毀建築,https://news.google.com/read/CBMiUkFVX3lxTE13Q3JsZjlRczRiMUdyOXc1VERSb09vWXFzUUpZczlDQWgxR2lNelMzTVRyaERmbEVWTU1zeHZFNEtRanRsS3NVMlZCTE42aUt0M1E?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,蕃新聞,3 天前
日宮崎縣東側海域發生規模7.1地震 氣象廳發布海嘯警報,https://news.google.com/read/CBMiUEFVX3lxTFAzSVRqUjQ0VHBBaGZuZjBycDNMME1nRkZKUDF4OWdIN2VyM1lZczVPbk9qaWtJbEwxQkI2SE9EVlU1aTRzeWNuTGctQVlQeE9j0gFWQVVfeXFMTkh2ZnB6OUFhNEZQTk1fYmJZWWV4WDh0dEVwRVFmcmV6alRIb2JoUnpfdVV6Z1RTd3VqYVUtbV9OUmo0Z3A3RG80LWQzUktPRlR4T01tb0E?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,4 天前
日本今早連2震 氣象廳：無需擔心引發海嘯 | 國際 | CTWANT,https://news.google.com/read/CBMiT0FVX3lxTFBtZzBvdElmUjAtblotRFdwOFU2eFlId2JTNm1ueEcyQTBSRmktdmpDX0doZ1dZY2UtVXBLaGZzcW1lWmVLcUJKY2hGY3hpTlHSAVRBVV95cUxNNmN4LXR1SHRPX3BEeWUwOW9JakdwTmRncFJCZGY4SlpUczRJdUt0a0lFczBpNnJ1dzVBNE1ULTFfSFFxQ3dNejQyZkxkakdXdVRMRnM?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,CTWANT,昨天
日本南部發生7.1級地震海嘯警報區域持續擴大| 國際 | 2024-08-08,https://news.google.com/read/CBMipwJBVV95cUxNLWdEVlFhcUpFejZmU1JwYlZ6OWJLVVVmYzZEWXliYUttcnNFM0FlVEFkS1RhODh0ZVQ3N3ZQbUFmeGIwZ3lXVXRSenRQWXpMMUpzSjBhUjVPRExiODJyemgtcnI3SEt6clJtZXRpdmx5MEhjanJ1dUNZVDI2M1lyNzNWMWJhNnhEYWFBMEpURjIwM3pLY0QtWk5nemgyTW1vR1hoTTd0eUhDMHVhNl9pdzV3OHhKazhRckZPZnRTTy1rcG5NRUdWajhUcHlGN3c1bTgtcE40SF9RM2gwcjAxVXdsMUpoazlHd2ZKSGZNeTZhYVZhRWEwbkNFRFlLd2N3Z0NJSkVDb2FmMVNRMUNzbUlzV2ZSUkoySlJrcEdHWXJoMmQ2NGZJ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,光明日报,4 天前
日本首發南海海槽大地震警告 料最壞情況30米高海嘯逾23萬死,https://news.google.com/read/CBMipwNBVV95cUxNZGNVRmVQenJpVk9HZTBRalJwNHpwTmcxbXNkbmlMd1F4bzlYTzJCdmFUQkZGUnpxZTkycnQ3eEJXUG8zc1dfTkFEalJ1aFBOZDZjRy1TQXlRR01wMi1tTVpBMHZPbElVWGhsWjVRVFVMRnR5TGdaOTNSc0dXSHVqaUQwOXZZTUV6NEJwOHlucS1NNlVnbTRYNE1fQ2psNm40VHFMSXJVaVRQaFNJMlcxYUdjMGtuVDVKcm9ORG9EX3dFYUNKV2g4VjdUUlZDYUJTQnlseDMzQjVBN1AxeC1BNWdlY1BKd0hEUEJ1TklnZF9fSWdRN0ZibXIwMWhvVUpiTl9HNzFIdHpiaElhdjNCS0NJWjdVRDlTZDRDU3VBdDVkRzctZ2RueGthMDV5T3IwRjM3aWhodjBwYy0xeHBLMG5Pd3pwbkMzbUlUU0lvLVVqaHg1UlFtWWVkUXdFOEcwM2tjODRld08yUE0wX2hlakVnVzJqbVQzREI4aFpiTWdSZ2h2X3VfTmlRMi1uY0ZxR2k1alZCb1RFQl93UEtnMWJ0N2FGZ1k?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港01,4 天前
台積熊本廠所在地九州發生規模7.1地震 並發布海嘯警報,https://news.google.com/read/CBMiWkFVX3lxTFBMbVBGNHdyNEFOb3BBSEVjVFQwa1ZNTXZUUHZVcmRpbnhDakJaanhrMFRHMERVaVFEVmRjdDd5NEtUVEtmNzJNZ3VVc0ZseEUyR19pakFGSUcxd9IBX0FVX3lxTE44dVR6ZkJyQUFFMjE2RDVnc1hDaWFPbzJ4NmVGT0R4UzBtN0FJemRYalM4eGZkbEowT1RzNkNzbE5NT090ZTVDSUxEemYzVFpaWUk1VlRhX3VObms1YXcw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,經濟日報,4 天前
日本宮崎縣日向灘外海7.1級地震12傷 約5小時後所有海嘯警報解除,https://news.google.com/read/CBMitANBVV95cUxOWDBjblQxbks2NWtaQklsaGIwOV8wNVF1YWY1bmFHaE1ZZ0w3S0t5MzV5ZjVvTmZnbGpZcmM1VEROWkpIOXc4enM2V3FIb21aUDhMaVJqNEtraUJWRDc1V29wZDk5ajhzY3Q2WkpqMGJCUDJFNVFXOVNZRFljaHdPUFNHQzFUb0FYbUtaVDZBTGFfRkZqR1JzZlBzU19sUVMxUHB1QmdBNU5sNFg4WnVOWTM3c3lTcE9UYXkzeTZIam95WnROQUdxbXoxZHZKaVRpWEY3M2tGV2ZGYktGUUFDd0Q2ZHJGQ2ZjT1JaWDRFbnlfWGVHNm00TVBwUkVaSjQ3MlQ1LTJoVzBEWC1yOTFMb182R0NtVVg1Z3c3TXFwV3Z0SzNRSVpteHJlQ3E4Y3A3Rk5jSlVMVDJaLTF5bEtaUEEtQWMxdENWcXQwbGI2aWJoVDBaQnlqMmlfSFVqSi1ReWs2WHZNZzcxQUtjTjFEUU1xcFhvQ1o1SUZWTVNhcUk2RS1KUlVqQlh5TzN1LU9sbGExZW9RZ1B3NFVOd1pYcHhUZDNwVk9vcHNjOW9hYzRCWldC?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港01,4 天前
日本地震｜宮崎縣7.1級地震 1米海嘯已抵岸 九州新幹線停駛,https://news.google.com/read/CBMi6wJBVV95cUxPMjB3WHVXRlAzY3ZQVHNVTjFJMHhiVTZLSE5OWGRua0YyVl9NT0dtaVc2TktqZDBHemtiZ3ZhV2h0cHI3OFpqQ2dGbkVpbVNHejE5eDhhRXJuTlNUUE15WEhhZUNiZzJZbjM0RGE3UlY4eU9FaUJCZkIzYVNfNXFhWjgxN0RBM240MlJyOVFWY3ZVQkJUQ3VLNlJubVJreHBQTW9sN2oxbXF4d3pGWjZTQlNLLWtkTzFqdm9PQW5PR1JsdEc3Q3FqUncwcV9id0J2aXpqWmFCXzRhSmRjR2RmajBCMWVMMWpHQmVGRmxvTnZPOWNjOHgtVDZRRmlZR2lSUHZVOUliX1k0bHBiUDJyQllhbVZSTXBDQWg0TEprdmJTOVlJU0FEdE9OMDMxeEdUUmpnTFlrdHRtekJuUGlpNGVLTEZ6NXlNX3JRYUVWWnVfajIzOVoyem5HTWNRaUs0Ymp0RWN5bm1mU00?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港01,4 天前
日本「百年企業」上半年破產數創歷史新高！ 恐超越2008金融海嘯慘況 | 國際 | CTWANT,https://news.google.com/read/CBMiT0FVX3lxTFBhMGpnNUMzQzhvdkQ4UlFxcHE0VUxlUFVXUFl5QUpDcVJaaXJJcGJZU2VYSTFBRHFCV1NGdU5KYWc2R1ZrX2Y0ZFAwNm5oUEHSAVRBVV95cUxNVFRiZk1GN2F3ZG9qaHdqZ0lEdjg5aVlNWnA5UjRoM1Nfd3BkdnlnMUJUUWRJNDVLd1Rod01UMzEtNHBQMlJwMmIzaTF0Ul9WblpkZXE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,CTWANT,7月22日
日本首次發佈“巨大地震警報” 意味著什麼？ | 國際 | 2024-08-11,https://news.google.com/read/CBMilwJBVV95cUxNWkhPY3dmVlJKWjAwYkxQcTBfZHNlcU1RRWZsRy1WS0EyOXU4RzExNTA1bVcyS2pBWmxMLTUwRGVBTFcyWjVRQVRkeGpBdTFXYlByeExkVFJqRDFaTDFCSWhZdExUd0l4enpielo0LXAzcWpnbHdDLUpqZEs5V0VHSlppZ2pmclNsS2tJRnhPX3NsdXlMY2RuX1BtMmk0ZG5QMDZXMVp5RHR3dU1LdnZYYlp4MjNfUzAtSGIxXzZ2U0xsbGRRMnB6SnhZWlIyTzZjWjU4b2hEZVBwc1pUZHVkSmZkNVZ5Mk9KcmpkeVItaUVKRHFqbG9Ndms4Zlc3UGVMR0hCQ0hJaGt4clhLRklKQ3hDY3JEbE0?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,光明日报,昨天
日本地震︱日本罕發「南海海槽地震警報」 電視台模擬地震災情 恐波及大阪和名古屋 海嘯逾30米高料32萬人喪生,https://news.google.com/read/CBMipwVBVV95cUxNM1FmVFJ4YnpvWVdQcml0ampzc3d0QXRNcHh4R01Sa0I3LV9Md1RuUmF5bWkwQ3ZPY3B5b2NsMDdxb2d1S3pGRlMwWmgyM2lkOHl3VVZROHJvR1dCUmJwcGU5RmxUM2RFNXVVUUJoTkJ3TTBrMzFTT0dIa3NQV1RGaGFaaG5OM1VGNHVrRTV3cktYWTRXNnlZNjJybVl3S1NRWGJoeGdpeEtlWU82ck9mQzVqVkVuRW5GU01FUVN2c19teDY3aVFHaG1XYThzZjJXZzkzWHJjR2pqbDhnRjF0aDliWVhZOEFWWmlITUN6VENPUFJBdDRDT0ViRms1aDRwYU9kUHd1VzdKTWFPVDFJdlllWk9ISS1uejhfenpRTmVLNkJBUXJQbzg0QmZ3NXp1ZlFOSm96TUkxRXBuT1h5d18wVkgyS2l5SUc5RWRaenA5VHVGbVdGc2wxZmFMRU90d3lqLXA2Q2Noa0lnalg5My13ZzRHQkZKWTRadHZaY3NxckFrTWc1RzRBTERvLTFHeGlDWFpVM1RVX2htTEF1Q2VGUEgyMHRJOGRaR3hDNVBoWlpmWng1SWRnd3h2S2xOMXo2bGlhdnU3bVpkZUlMTXBwYjg1SENSWjZITkI0cWliUmtaa1VCQjFHNHpjTXZQNEdTR18tYVlTZ0ZKQUhoTWVvZE13Rjh3VWQ3cWRMdlhqWUVkYzdzQjdmV2ZrVlAzcTdBMGVfVUszNTRZUjM1NkZWR0hic2xSMzlZampITUZ6QnRTdWhRZTlUd3hua1F0R2puMVNSTFhvS1psbF9HUUxNdVJkWEtkY1lmUWMzR3h6WFF4UEhhVF8xeVRsbG1qbWt0LVdHYktVc3ZHUlh6UVhjcjNxZzU2RnJFcXVtUGFMaXJWeTgw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港經濟日報 - TOPick,12 小時前
賀錦麗接棒掀海嘯！喬治克隆尼「真實反應」曝光,https://news.google.com/read/CBMibkFVX3lxTE1wM0F1d0lkMHUzTVNaOWstVzUyQmRhcGJRTko2WXphRlJKMTlIaU13RTRBSkxVWUN1SUV3aVBERmgzaWI1OEMtQ1poVUFmeGFxQXZlUGV1VGN4b1hXT3pOWU5SUF9ZZFMwVVYxQTln?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中時新聞網,7月24日
日本地震｜日本宮崎7.1級地震、多縣發布海嘯警報 日圓未受大影響 - 香港經濟日報 - 即時新聞頻道 - 即市財經 - Hot Talk,https://news.google.com/read/CBMisANBVV95cUxNU01FN0ZULURmVnprX3RuZFpKRWlETUZhMjBnMUtMNWtPdE0yRkc1UnZreVFuaWlKMTFkbGFPd3hnWFQzc3JjcHQ5LXIyZ3ZkTk14MVlUaVZUUDB6ZFpmWXZsU0xTU2Z3MUpLQmhFSWxkYkVwckdHb0UwN1YwVU5EcUtCdlhQWEZEY3d5NGZTWU9zY3ZhbjczZnJFVk5IUWVXRzVPMDBxSVIyZy1XSGFNUHJOMzVSX0kxSXN0Z1VONWFqSVlNdTNYeVlmX3BJMEtZbkpDN0Z3X3RoSnlWMUZXUDRXeDM0bTdKa3A0cm0yRmcwUW8xdzM2RUdYQVY3UF9tLTZNNURMXzFjMUVTRzRMWmJOYlUzNUNiWnhuTjktWUtTeFFsMTBBVllRak13QjJiSzF1eC1VTlRXZHFERWdxZ3ZrT3hJUjZtaXlxWVd1alNYOXBhN1NhaW1INm5mZ3FOX3BVNVFKYkUwdU41RUFTZFhkSS1uR0JNUjdCN3ZTLWIzbkcwR3FNS2hiSTkyT3ZJdFptcV9BYmZzMzlMU2VWV3NTVXhaYm5IZHZ3MUdka1k?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港經濟日報 - 即時新聞,4 天前
日本宮崎縣6.9級地震 海嘯料高1米 警報擴大至鹿兒島縣愛媛縣,https://news.google.com/read/CBMiqANBVV95cUxPTzk4akxZOGp5T0MyTkxpS1hWOEZ3Zkh4ckpUWXNpa2RISzJRTElaS0xHc1JwWUt1cDJfb2tQcnpuUWpkQXpHTXpsRVdZM2NoWlBkVnlBYmNTQm5Wa2lKME00dXZ2dHFrZm5JNjhvcEdnalFGNGswY3pBWFppTlRqRmpDd1k2SG1jTUcxZ2NJXy16aTIycVpsS0NNeGtaaEFYalBYV1luWXAzMEwtemxUejJKX0kyYWpNQmpCdHZ1TkxRaDhKcXdTRGxQRWNxamFqMS1DaWRlU2lHSVgtaUtGc1NVcEoxYzlLZkZLcDFhWGtZM2lzTGhUYlYwc0hoNmRkWE1JcUFpYzJuNWVZOWpsNnVrTUl4emJGQl9veXltRmRHQXBkdWtMY2tMQW1aNkxRdklWaHdlUmlfY0k2OWd0c1AyUVIwQmdVUmF5VDQ2ZVBWVWxuQmVqUFAwMDZHcDVNeEpIOGY2Zk94eTZHOFVHSXdQZXlPY0syTFgzcFZYTllzZVVzX2lZczVxNm1hRmd3TlVjdWVIc1kzZmNfcWl6TjdoeGxhd0NY?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港01,4 天前
智利北部發生7.4級地震 未有引發海嘯警報｜國際｜商業電台 881903,https://news.google.com/read/CBMiXkFVX3lxTE1tQjVram1HbE9mbzRSMXRsQk8wYTJIZWI0ZGE4SDNnTkhzNDc2Qks4c0NsWElzZk02eEdYWFFxTTFOU0pFVWtNbUIxYjl6T2EyR3BFVTlLa0Jya2pBdUHSAWNBVV95cUxQRWgxSi1YS3AtMXhtOGFXX2JYR1BmWkxwNzI2RnlVbGJENkxEQjhRVVlCN0haMVdKNFJ1T2pTX3JHdm40T0lnbGh6akJmeGxxdjZFeEJ4QVdGOXJ6UEFKVXdtNmc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,商業電台,7月19日
日本今晨接連發生4.5與4.3級地震 氣象廳回應,https://news.google.com/read/CBMiqwNBVV95cUxPSVRNQTA3Y2c2OXZXR1RlUGl0X1VqY0t4cnBrTnZUbWoyUkRtV200SnZEQTFtUDM4MjNzMHVuY2V0Xzcyak5xWTgxUDdSMEtSbkF6dUVOX2diLXp5S3NCcnF3aXQ4LTVPMVJ3Ymc4R0RZSmo4bVZUV1lCaGszSUVFblU3aXZVNTFjX3phLXplRzlvSWlLbFljSFI1S2lhMXhuUWY2QmgwUmczeTJUM0lUbzViMzNDaFhjcTdyQUNyS3ZPdGtnLUxzZHp3ekJHQkt4YjNmSVlDRXA1WmRWWC1jSGxDR3J2dXhBeEtYeHRwNVV5WmdzZ2JsYVE2REU0UENUenJtYjNEaXNvY2VKTHA0MTlZVkRnMFdEQWJtZVA3VG5MWUdLNWtyRHZHTzRRaDBPU1dKUzlST1J6QVhTb0V4WFJNTDg2XzgwLXQxZVRicXZSVGZ2YnR5U0xPdkprbUN4bmVMSEZ1MUdzbXJvS0VXbGFGelJ0NGZEcmx2djhnV3lrT1h0cUZZaEt3eGdtV25ERXQyMGZ4NG9XQk9RVlhMbkZHdGtSRUJVakNZ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港01,昨天
日本北海道對出海域6.8級地震 無海嘯警報,https://news.google.com/read/CBMixgJBVV95cUxQVEY0YXRYbVhvamNueVJfTV9CcFVQLWNGSXM5OTdoZ1dqU2Y5UXdKMmcxQjlOQkVnQTFWc1ZfcmJBUTVjaXg1Um5Ld2ZSY1lvUXhGclhVaXFWcGNFaHVQV1MwMzAyMjVWYXBuS3RhM1FZYzFzSEhTZGxXNHpQd0RJTWdYc3JrRTI0WnNmRW9LTmstaGFlb0NmVWpZaWd3MGd0WGhLeTZ4OVJCUlJUX0xSTHY4M2FkYVozZW1FeW1FZjBlaFdDWWJlMjRNTnJxUGc2RkJFTEs4MjVDN3pVR1lYMGtHbFR2SnFHUkdrZWtoOUNhdzQ2YW1DZ3FOb1dBSm5EOFJlT2loaDNURmtIZEp5bnItdEZkYlBfSmdRTWhndUlDX3hRWlltYXZEQlZwcHFPMGI4eEN6ZEVGUFlOUTN6NUlqUGFMUQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港01,2 天前
日本地震｜日本北海道對出海域6.8級地震 無海嘯警報,https://news.google.com/read/CBMi6gJBVV95cUxQLUYzQWM5UFVGRlo3SWtJRzBPQURUS0JCT0ZDN3RVZjliTzZBQzc1bkdQNUdVelF5TS1DcjBOc0EzNE9nOGRfU0FMWlMzNl9NZnFhZlZ4ak95ZFF5R291Z0Rkby1qdVFLSVZpM2lXY2RNN3FZWXNFc0tmb0hyblByMy14YVFNeGI5anR5Z1JwRm9MZnZvNW11TkRHaW0xdkxSSlp5QThvRVBKSHhxMXNfX0YtNV95bWJ3MXlUdndSSm93WS1QTFBXRXE0WllRWE5OWlIzcXY1cnk1Y0tUQkxRLWpvN3ptajhxeGl6dkR3a082VnRHUm1mMkYyN3NxWEJRVTB0TURaaHhkRl9aNU5QVDlWRl9QVGxrSjQxTnRvT3ZwTHYtMGdSbl9iVXViWEpvRmhoNWhrdlBYbTFTQ05XVHRrSVdCTjJuajJLbzlZeW9tRzRKREQ4ZGd3NG93YWlxX0l3d050Tlo4UQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港經濟日報 - TOPick,2 天前
日本南部發生7.1級地震 海嘯警報區域持續擴大 - 国际 - 即时国际,https://news.google.com/read/CBMihAFBVV95cUxOMF9JQTktNy1XQXZ6ck1xTXpKMUlfSWVTNXlabFR6TTVRYk1naHI5YUVwMGxHeW9TWGZaWW1XcUl6WjhoNGk4V3VBdGh3VVVwMjd6U3hLYWIwcm5faWM5NHdTNWY0U3N1TVVtMDVrN29MUVQxeEF1T3VEOS1sN1ljdWlyaDg?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,星洲网,4 天前
宮崎縣7.1級地震 發海嘯警報,https://news.google.com/read/CBMi3AFBVV95cUxNdVl5cUFqMU9EQlFSWXlMM1JOTEMwbTN5b3FvbGEtSVZkQzFFa05sZHdORHJ6Q21oVEJaVFpmVksxazFieGZTMVRjaEhBclpQSklwTTExNjVXWkJSenVsRGE4QjNDczhPb0UzVkJuRzR6aTB5RXlqNUFFaW02SEZOekZ2cDVCQVBEb0pmUlh6VkxzOHVfTFZrbWpqd25Ncmo1M0huT25KUFNoRGdaMEpxZTRLVmIxUllCT2VVTFNTdE1hRVIybkFXUDRnUVZ5d05SdzJ4YUFicmJFb3lN?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港經濟日報 - 報章,3 天前
日本北海道北方規模6.8地震 無海嘯威脅 - 国际 - 即时国际,https://news.google.com/read/CBMihAFBVV95cUxQQmVja3ZOQ3cxN1RpdC1xVVFfa1BQUGlzM2dFcHlMRDFvSTBtVXo2ZVFjTXFHYjVnS0tXcy1ENTJ3cEFSSnN1YW1mSS1pMV94OW9odnYzUndUZU9TQ0NocjhDNWlEbFJuN3ZxRS1ZbWVOb1hyV3JlcUNUZmRJdFFrZHpjWlM?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,星洲网,2 天前
日本宮崎縣7.1級地震 海嘯注意報範圍含東京都 九州新幹線停駛,https://news.google.com/read/CBMiswNBVV95cUxNa3ExVG9HWG1KZVpIcU5LRmhTMjJpajhOUzQ5THM3SENKVGFqSlFuMm5UT0hRQ2lIVWJEVFIxOE1QdW1hYkhxMW5meDREZkltbk43Z29tTEFNcXMwckR4YmU2emdYc05vbDdhSVI5VmhZUFNCeTgxMW96SjR3Sl8xZURLQ0phcXY3b09PLUEtX0pfY3lXdWVVSXRaV3MxbllDcy1nY0o0a0doaTR6TGJxbzdIQk9fbUI2UlhDR1dCdWtKalM1LXoybEVVOVpwSk10WmlzTG8zb08xTjZWdTZVbkdQc01BZjVGRzBNV3NNVko1Q0FfVFlJSVp5T2NkQlRROENGeUJaUmNRM0Q3dUhmT2R3LWYxWmN2NFpWN0pyampxRkdydGpQdGpkNTBTc3pwVmg3SkNBb0QydktqN0h1REowVTVnR1Z6X2hFVGdtVjhCS2k0Y0VReXR6bFQtM3d2UHp5b3FHRjE1Z0xfM3hSLWdzQ0JSYlRvMldyZGRhay0tRFhGQVFCLTJka3pMSUFTLVZKZl84SmRGMkd3aF9DWWc3dmZ6bDdkMXBxSG1NR3E4YWc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港01,4 天前
日本地震｜日本宮崎7.1級地震 多縣發布海嘯警報 - 香港經濟日報 - 即時新聞頻道 - 即市財經 - Hot Talk,https://news.google.com/read/CBMi3gJBVV95cUxPNm5xVHlvRjZueGhmSktjOGJRU1htSVNUc1R2QjN1ajFib21ERUxRWVlWQnlOaWlteUxMS1JjUk1MOENQZ1FEX3FzUC1fd2I3WUVNdFlfMW45TG5GUHRyREdZNFVfMHJlMVNhNjhaNGUyZVlNaGgyN1U2YXpOT0tYM3F4QkJPN2ltTWt5NWtLY2w3MURGcHJHcF9NNW9OSGp5TW9NeGxhcWdQc2FVZDFXY1FNMkNWcklWQVB2QWFPTkdlcGxmN0NCWF9WTWFraFJCMVNTblQtSER1Mm1yVVdIcktOdXA3WGR1UGo2MmFBd0lDNWVESnlvMXBKbS14MEwxcDhvbll6dWkzdnRaT2dlZ1FZaExUclZSMnFtQ1NDUUdfbEFzZ3ZncXRRMHNwR1JoZU9OLTYwTE1SenNqSDNYNlZlaGtTMnJacnFzY3pRWHBPZjdEOXNZQ2dUbS1kQQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港經濟日報 - 即時新聞,4 天前
北海道外海5.4級地震 未發海嘯警報,https://news.google.com/read/CBMi5wFBVV95cUxNWFpZbXl5NjVNUnlzdVdIZnE4SWNhSW9uWEZLRFlDVUh2NVlXXzFqOGNfeVk5YS1laGMwREdpaGRabEsxbkJtX1NqRTFlZ3JhcDJsX3F2a0phcGpSeFlQeFFDMXlQZHhRYm1qZXJ6bDFVN3YxZHJqWU9sU1F0SXVkRm5qaGxjQnF4a2gzNjBxWjZGUE81QjRpTVlDLWdrNjNQWGxGaVBrS2hySVFCVHRWN3E1clZ4QWdmNHQ3YXJ6NDFxVmliS2dGSjJTbnN5aXEweUZMamxrYlA0ZS1wMGpGdTAtSzJGSjQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,on.cc東網,7月21日
日本地震｜九州宮崎縣對開海域7.1級地震 已發海嘯警報 - 香港經濟日報 - 即時新聞頻道 - 國際形勢 - 環球社會熱點,https://news.google.com/read/CBMi-gJBVV95cUxOWkMydEpISlp6Q0pUdzI4RFdVTU9nUFlTOXBwR0dTM0F5RlFYdVNtM3VEZHEyZ2xEM0VuMUVRYy1kYU0xdGlqenptMVAxRmF2bUJraTlPazZnNndXTk9YNU5ZanA2XzBZbkxxZ2xKRTNiYVNmT0d3cV9iOHJTbEoyazBaeGgtcnBOalVnbUNwMENTZURYMEh0TFhRYmRybFpIcjlRQ2pqbWtKWXdweWdGWDd0bmp4LWRhRlFUT1JNdXhQek8wS0RhN2xHY2QtYTdyWFQ3VElieHJtNk1XUXh6Zl9GQnpKV0lyTTFFNUluOEZsRE5DOHF1ZDZ3OFNqZXlKdzR2ZEtfYWMxelNUa1dqRVIzcTZCZk5sZEdRMjhBWVcyN0lOcDVOcG9yNXBwUXFrVU42bVZTZ1NrYnpBWEFDWWUxRFhHWG1Edl9tdmdjeFhmZEdjWXotY2puakFVOFgzd0VlVFhWNnJTaUp6cU5NTVpKYTRjNHh4aVE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港經濟日報 - 即時新聞,4 天前
日本南部連發兩次強震 海嘯或襲沿海地帶 - 国际 - 即时国际,https://news.google.com/read/CBMihAFBVV95cUxPVkJyLW9zQnhFanQwY01aenFaZk00VXVWUDdTNGF1RzdIZy1kUG13VDItUW9oLURfdlNhUUZFeS01aFRIcWN1akktUXNsV1dQZU5wN3NxSXVuaXQzNnMxZ1pEMzBENEFXckpUTW55NFdBZ3NIanJ0QjR1OERsTFh0aWx4Z2M?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,星洲网,4 天前
